-,-,-
-9, -8, 988
-11, -11, 1023
-11, -11, 1023
-10, -11, 1019
-9, -10, 1021
-10, -10, 1020
-9, -9, 1020
-10, -10, 1021
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-9, -10, 1020
-10, -10, 1020
-10, -10, 1021
-10, -10, 1021
-10, -10, 1021
-10, -10, 1021
-10, -10, 1021
-9, -10, 1020
-10, -10, 1020
-10, -10, 1021
-11, -10, 1021
-10, -10, 1021
-9, -10, 1020
-9, -10, 1020
-9, -10, 1020
-10, -10, 1020
-10, -11, 1020
-9, -10, 1021
-10, -10, 1020
-10, -9, 1020
-10, -9, 1020
-9, -9, 1020
-10, -10, 1020
-11, -10, 1020
-10, -10, 1020
-9, -10, 1020
-9, -10, 1020
-9, -10, 1021
-10, -11, 1020
-10, -10, 1020
-10, -10, 1020
-9, -9, 1021
-10, -9, 1020
-10, -9, 1020
-9, -10, 1021
-11, -10, 1020
-10, -10, 1020
-9, -10, 1020
-9, -10, 1021
-9, -10, 1021
-9, -9, 1021
-10, -10, 1021
-11, -10, 1021
-10, -10, 1021
-9, -10, 1020
-9, -10, 1020
-9, -10, 1020
-10, -10, 1020
-10, -10, 1020
-10, -11, 1021
-9, -10, 1021
-9, -10, 1020
-9, -10, 1020
-10, -10, 1021
-10, -10, 1021
-9, -11, 1021
-11, -10, 1020
-9, -10, 1020
-9, -10, 1020
-9, -10, 1020
-10, -10, 1021
-10, -10, 1021
-10, -10, 1021
-9, -10, 1020
-9, -10, 1021
-10, -10, 1020
-10, -10, 1020
-11, -11, 1020
-10, -10, 1021
-9, -9, 1020
-9, -9, 1021
-10, -9, 1019
-10, -9, 1019
-10, -10, 1020
-10, -10, 1021
-10, -10, 1020
-9, -10, 1021
-9, -10, 1020
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-9, -10, 1021
-10, -10, 1020
-10, -9, 1021
-9, -10, 1021
-10, -9, 1021
-10, -9, 1021
-10, -10, 1021
-9, -10, 1020
-9, -10, 1020
-9, -10, 1021
-10, -10, 1021
-10, -10, 1021
-10, -10, 1021
-10, -10, 1020
-9, -10, 1021
-9, -9, 1021
-9, -10, 1021
-9, -10, 1021
-10, -10, 1020
-10, -10, 1021
-9, -10, 1020
-9, -9, 1020
-10, -10, 1021
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-10, -10, 1021
-10, -9, 1021
-10, -9, 1020
-9, -10, 1021
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-9, -10, 1020
-9, -10, 1021
-10, -10, 1021
-10, -10, 1021
-10, -9, 1020
-9, -10, 1021
-9, -10, 1020
-10, -11, 1020
-10, -10, 1020
-10, -10, 1020
-10, -10, 1020
-9, -10, 1021
-10, -9, 1021
-10, -10, 1021
-10, -10, 1020
-10, -9, 1021
-9, -11, 1020
-9, -11, 1020
-10, -10, 1021
-10, -10, 1019
-8, -10, 1016
-12, -8, 1029
-11, -11, 1018
-9, -9, 1022
-9, -9, 1022
-10, -9, 1019
-10, -9, 1021
-10, -9, 1019
-10, -8, 1022
-10, -8, 1022
-9, -9, 1019
-10, -8, 1021
-11, -10, 1019
-9, -9, 1021
-9, -9, 1021
-10, -9, 1018
-9, -7, 1020
-10, -7, 1021
-10, -9, 1021
-10, -9, 1021
-10, -9, 1020
-10, -9, 1019
-12, -9, 1021
-8, -7, 1021
-9, -8, 1019
-9, -8, 1019
-8, -7, 1020
-10, -9, 1021
-10, -8, 1021
-12, -11, 1020
-12, -11, 1020
-8, -7, 1018
12, 13, 1021
21, 16, 1021
0, 8, 1023
0, 8, 1023
-32, -31, 1022
-36, 0, 1013
-30, -65, 1021
-30, -65, 1021
-11, -11, 1022
-11, -9, 1021
-10, -11, 1018
-11, -9, 1021
-10, -8, 1021
-8, -7, 1022
-8, -7, 1022
-10, -5, 1024
-11, -3, 1018
-15, 9, 1025
-34, 38, 1105
-34, 38, 1105
7, 75, 1063
7, -57, 1137
-57, -165, 1106
184, -22, 990
184, -22, 990
34, -33, 891
142, 2, 993
203, -106, 948
97, -57, 958
97, -57, 958
151, -41, 949
69, 95, 980
84, 52, 1052
84, 52, 1052
145, -22, 993
100, 21, 1019
13, 139, 1017
93, 175, 974
107, 99, 1007
107, 99, 1007
136, 40, 1014
90, 89, 985
26, 181, 1109
61, 237, 1068
61, 237, 1068
45, 256, 1081
24, 198, 1161
15, 258, 1144
22, 349, 1046
22, 349, 1046
-65, 419, 1019
-81, 471, 980
-46, 413, 965
-111, 394, 986
-250, 570, 956
-207, 723, 781
-207, 723, 781
-311, 782, 708
-394, 831, 760
-342, 860, 686
-325, 972, 501
-444, 1008, 450
-531, 966, 439
-467, 886, 405
-359, 587, 334
-359, 587, 334
-411, 709, 19
-499, 1054, -248
-463, 1038, -202
-592, 918, -180
-463, 622, -118
-535, 251, -32
-559, 139, -156
-600, 95, -172
-530, -31, -94
-587, 169, 24
-587, 169, 24
-661, 641, 12
-795, 1159, -87
-958, 1439, -5
-1032, 1421, 149
-808, 1067, 298
-815, 709, 626
-920, 542, 1047
-1128, 721, 1224
-953, 686, 973
-745, 596, 457
-745, 596, 457
-501, 60, 259
-434, -425, 574
-503, -564, 759
-745, -326, 601
-531, -284, 63
-508, -492, 20
-455, -571, -157
-619, -318, 24
-661, -192, 195
-661, -192, 195
-640, -179, 326
-582, -244, 219
-468, -288, 110
-608, 99, 419
-902, 526, 735
-689, 632, 663
-40, 53, 907
-27, -422, 1014
115, -272, 1154
115, -272, 1154
-326, 135, 1603
-87, 217, 1046
225, 300, 602
315, 190, 696
422, 58, 1051
426, 76, 1304
433, 221, 1106
433, 221, 1106
591, 353, 728
695, 483, 554
561, 432, 928
406, 356, 1220
913, 288, 711
913, 288, 711
1103, 483, 228
870, 948, 294
733, 993, 1103
590, 946, 1540
904, 823, 1146
1094, 846, 659
856, 1037, 587
856, 1037, 587
571, 1121, 793
422, 1026, 937
647, 1054, 506
785, 1024, 156
591, 774, 401
249, 717, 731
249, 717, 731
167, 650, 693
205, 876, 283
371, 891, -88
46, 705, -69
-312, 698, 48
-312, 698, 48
-230, 663, -117
70, 431, -560
-366, 350, -591
-812, 380, -287
-950, 522, -218
-789, 438, -329
-652, 389, -575
-743, 256, -427
-892, 112, -147
-1025, 70, 87
-1025, 70, 87
-739, 241, -292
-715, 473, -782
-793, 428, -756
-839, 268, -456
-524, -20, -453
-315, -52, -809
-298, 56, -1080
-506, 136, -921
-458, -41, -769
-155, -192, -878
-266, -41, -936
-370, 77, -956
-370, 77, -956
-89, -48, -1136
-253, 2, -941
-331, 115, -785
-311, 230, -797
-315, 376, -765
-433, 674, -806
-469, 884, -866
-424, 772, -696
-473, 669, -498
-592, 690, -293
-546, 591, -213
-546, 591, -213
-577, 538, -183
-663, 782, 132
-799, 887, 381
-525, 542, 301
-182, 60, 367
-686, 696, 853
-1008, 1021, 1074
-561, 694, 931
-221, 265, 792
-262, 265, 842
-262, -15, 842
-157, 328, 833
-759, 841, 1362
-235, 436, 995
261, 49, 591
245, 78, 569
-99, 552, 1193
-99, 552, 1193
-584, 786, 1419
-25, 825, 747
538, 732, 204
472, 824, 427
110, 981, 1081
185, 866, 1568
185, 866, 1568
309, 915, 1009
709, 1190, 625
432, 1099, 906
52, 1026, 1430
-177, 869, 1522
207, 558, 945
143, 680, 405
143, 680, 405
-263, 960, 340
-441, 992, 384
-526, 892, 500
-260, 526, 482
-281, 478, 337
-635, 635, 382
-904, 673, 555
-904, 673, 555
-802, 560, 512
-233, 537, 6
-66, 418, -419
-545, 378, -234
-881, 370, -32
-758, 343, -69
-385, 356, -401
-385, 356, -401
-523, 395, -511
-602, 521, -570
-921, 620, -339
-697, 579, -428
-428, 508, -645
-432, 381, -521
-528, 317, -442
-629, 499, -428
-848, 791, -270
-806, 704, -122
-432, 701, -320
-683, 1022, -450
-853, 1199, -380
-878, 1042, -241
-825, 801, -37
-864, 780, 105
-864, 780, 105
-935, 759, 201
-946, 751, 258
-994, 741, 307
-806, 504, 298
-814, 371, 315
-764, 298, 318
-683, 138, 429
-683, 138, 429
-682, 38, 532
-520, -90, 598
-616, 199, 676
-501, 207, 718
-432, 232, 666
-264, 79, 619
-145, 95, 676
-145, 95, 676
-159, 178, 1024
-34, 118, 1145
-59, 167, 1275
183, -13, 1022
372, 114, 772
247, 542, 1066
247, 542, 1066
-168, 803, 1342
-240, 1069, 1195
73, 1142, 775
209, 1113, 559
54, 1049, 807
-541, 1194, 1213
-648, 1360, 1189
18, 1508, 508
361, 1257, 317
59, 941, 733
59, 941, 733
-309, 790, 947
-381, 661, 831
-253, 490, 652
-253, 562, 381
-401, 464, 376
-401, 464, 376
-800, 417, 547
-777, 418, 358
-626, 598, -68
-591, 558, -225
-863, 294, 36
-867, 89, 157
-481, 244, -408
-425, 325, -866
-425, 325, -866
-613, 83, -644
-807, -187, -305
-767, -151, -429
-629, -43, -590
-514, -33, -815
-651, -96, -664
-588, -172, -672
-493, -241, -718
-361, -355, -742
-340, -163, -975
-316, -27, -1104
-260, -118, -1069
-288, -216, -872
-223, -206, -763
-260, 58, -724
-360, 429, -783
-338, 599, -803
-308, 577, -624
-638, 653, -47
-822, 922, 430
-822, 922, 430
-747, 1023, 414
-742, 1135, 198
-518, 1198, 37
-661, 1488, 195
-668, 1148, 331
-394, 737, 283
-328, 492, 311
-680, 912, 420
-651, 1137, 632
-375, 581, 793
-375, 581, 793
-254, 259, 798
-204, 216, 731
-545, 645, 929
-642, 696, 1137
-160, 409, 898
-21, 359, 670
-267, 594, 649
-667, 1028, 942
-667, 1028, 942
-554, 974, 1207
-200, 636, 1234
-41, 405, 1018
-197, 591, 1078
-405, 855, 1011
-514, 1088, 898
-489, 1165, 625
-467, 1165, 493
-500, 1126, 479
-620, 1075, 468
-690, 935, 529
-566, 724, 420
-566, 724, 420
-619, 607, 441
-720, 485, 419
-725, 454, 226
-479, 38, 192
-449, -396, 296
-220, -471, -197
-429, -29, -685
-672, 339, -744
-529, 236, -674
-218, -45, -838
-218, -45, -838
-56, -76, -1246
-193, 152, -1441
-152, -154, -1260
-82, -319, -1218
-76, -364, -1136
-133, -195, -1232
-235, 138, -1368
-132, -33, -1278
-92, -221, -1101
-144, -269, -715
-423, 11, -407
-562, 386, -422
-557, 625, -498
-423, 586, -336
-561, 554, 53
-751, 729, 276
-779, 868, 213
-653, 942, 114
-666, 972, 173
-666, 972, 173
-651, 906, 243
-655, 722, 437
-557, 529, 497
-494, 537, 435
-625, 640, 612
-505, 451, 751
-265, 152, 687
-265, 152, 687
-123, 175, 424
116, 184, 297
61, 271, 653
-136, 260, 1136
101, 40, 1119
540, -171, 911
540, -171, 911
495, -154, 1075
172, 206, 1335
191, 412, 1361
651, 455, 866
858, 486, 958
443, 575, 1313
477, 682, 1413
477, 682, 1413
263, 705, 1811
291, 813, 1598
619, 856, 1267
514, 837, 1165
246, 918, 1169
84, 1154, 998
140, 1218, 800
140, 1218, 800
214, 1117, 681
30, 1151, 532
-158, 1095, 624
-275, 1028, 536
-128, 1006, 300
-6, 652, 222
-292, 434, 333
-394, 374, 312
-394, 374, 312
-393, 336, 196
-96, 174, -100
-197, -122, -69
-332, -358, 43
-294, -373, -79
-27, -300, -492
183, -453, -987
7, -736, -816
7, -736, -816
-4, -866, -842
-75, -709, -932
-60, -459, -928
-3, -197, -995
-49, 172, -1029
-311, 787, -871
-345, 1135, -883
-124, 864, -682
129, 586, -246
148, 893, 50
148, 893, 50
-518, 1906, 360
-455, 1359, 354
308, 565, 253
491, 706, 411
-457, 1547, 907
-600, 1679, 937
-60, 1025, 739
-60, 1025, 739
283, 754, 541
100, 925, 742
-268, 1164, 992
-40, 1210, 811
180, 1074, 659
281, 838, 658
281, 838, 658
219, 933, 699
-42, 1204, 751
-20, 1311, 640
204, 1205, 482
225, 1080, 478
30, 1123, 547
30, 1123, 547
-71, 1218, 575
-159, 1286, 667
-122, 1149, 700
7, 1165, 400
-182, 1124, 433
-458, 1190, 498
-397, 1245, 474
106, 913, 173
106, 913, 173
362, 437, -144
-71, 67, 82
-717, -44, 421
-886, -39, 500
-708, -192, 327
-577, -149, -48
-736, -7, -232
-736, -7, -232
-861, 76, -235
-1052, 24, 13
-627, -127, -111
-501, -169, -354
-394, -208, -621
-230, -409, -727
-260, -549, -541
-27, -535, -513
-61, -51, -681
-129, 435, -913
-131, 619, -992
-68, 594, -821
-173, 810, -509
-173, 810, -509
-532, 1277, -379
-139, 1302, -815
235, 1008, -828
0, 913, -106
-583, 945, 629
-507, 796, 876
9, 864, 588
-75, 1071, 498
-75, 1071, 498
64, 980, 476
80, 988, 718
55, 1030, 899
102, 995, 962
196, 1086, 656
196, 1086, 656
160, 1096, 808
45, 1065, 1038
-6, 1141, 1108
71, 1288, 971
174, 1433, 787
207, 1442, 889
87, 1425, 1182
87, 1425, 1182
82, 1406, 1305
251, 1345, 1092
372, 1224, 747
320, 1282, 422
327, 1178, 267
146, 821, 391
58, 580, 285
58, 580, 285
82, 328, 104
-390, 62, 429
-599, 46, 501
-728, 178, 338
-728, 178, 338
-756, 369, 67
-582, 327, -198
-700, 253, -105
-1020, 236, 160
-928, 317, 130
-809, 376, 17
-440, 287, -199
-179, 128, -538
-17, -258, -813
-17, -258, -813
105, -580, -917
-88, -634, -820
-74, -532, -983
81, -401, -1336
-50, -376, -1295
7, -501, -1236
-2, -515, -1111
10, -510, -1041
21, -321, -895
-203, 100, -681
-413, 303, -481
-402, 401, -271
-795, 794, 217
-795, 794, 217
-806, 780, 395
-529, 653, 450
-566, 817, 598
-612, 1048, 643
-783, 1247, 834
-779, 923, 1110
-600, 496, 1259
-609, 486, 1227
-654, 632, 1016
-575, 513, 877
-575, 513, 877
-254, 138, 985
-300, -92, 1331
-298, -74, 1382
-419, 23, 1332
-321, 74, 1113
-496, 158, 1160
-638, 164, 1349
-430, -99, 1302
-327, -122, 907
-610, 178, 692
-610, 178, 692
-708, 178, 819
-710, 31, 840
-560, -65, 560
-770, 318, 372
-907, 426, 364
-876, 326, 334
-696, 197, 231
-696, 197, 231
-857, 327, 192
-991, 442, 294
-917, 279, 229
-731, 159, 57
-662, 62, -99
-753, 184, -157
-714, 141, -161
-553, 39, -400
-553, 39, -400
-485, 169, -758
-356, 158, -938
-377, 240, -809
-531, 425, -522
-476, 362, -496
-427, 350, -464
-528, 434, -228
-709, 615, 116
-645, 525, 308
-627, 331, 540
-627, 331, 540
-649, 276, 737
-607, 263, 782
-684, 316, 961
-621, 355, 1150
-690, 363, 1139
-347, 232, 904
-170, 275, 823
-187, 490, 928
-514, 864, 1258
-514, 864, 1258
-313, 615, 1101
169, 267, 880
360, 281, 761
-96, 380, 1223
-419, 443, 1635
-100, 389, 1339
364, 330, 858
343, 276, 1065
343, 276, 1065
-477, 248, 1521
605, 234, 874
60, 176, 1194
128, 342, 1041
3, 353, 1115
126, 343, 1079
126, 343, 1079
259, 288, 967
317, 194, 1028
85, 141, 1268
-14, 189, 1423
98, 129, 1278
256, 145, 1054
256, 145, 1054
343, 92, 796
155, 66, 864
-185, 111, 1029
-225, 256, 922
-151, 387, 626
-92, 370, 441
-92, 370, 441
-205, 198, 650
-259, 90, 820
-377, 90, 956
-139, 105, 738
-64, 121, 618
-64, 121, 618
-145, 83, 828
-377, 46, 1199
-313, 50, 1171
-89, 82, 939
-48, 117, 859
-48, 117, 859
-178, 113, 1033
-287, 99, 1250
-224, 28, 1189
-86, 37, 1036
-123, 48, 1012
-192, 51, 1034
-238, 50, 1080
-238, 50, 1080
-222, 7, 1075
-155, -8, 1015
-108, 20, 929
-180, 22, 995
-188, 19, 1034
-207, 9, 1062
-207, 9, 1062
-192, -20, 1053
-107, 19, 933
-125, 34, 917
-168, 42, 948
-221, 69, 980
-221, 69, 980
-186, 97, 931
-141, 40, 935
-61, -49, 976
-84, -173, 1108
-103, -134, 1108
-133, 14, 996
-104, 28, 953
-104, 28, 953
-106, -47, 1024
-95, -162, 1093
-50, -199, 1077
-82, -56, 981
-147, 67, 946
-229, 123, 1000
-314, 241, 1019
-261, 316, 1029
-261, 316, 1029
-222, 205, 1084
-219, 214, 1005
-227, 332, 913
-351, 399, 933
-319, 587, 836
-203, 746, 699
1, 810, 644
-272, 599, 1169
-272, 599, 1169
-562, 336, 1369
-436, 423, 832
-89, 722, 224
-142, 970, -72
-417, 1146, -4
-442, 1020, 100
-295, 950, -24
-134, 858, -160
-160, 870, -182
-160, 870, -182
-237, 898, -145
-262, 917, -144
-168, 983, -260
-21, 962, -383
-69, 903, -344
-77, 883, -330
-48, 880, -398
-62, 825, -373
-98, 789, -327
-122, 930, -441
-122, 930, -441
-90, 964, -489
-44, 958, -530
-68, 836, -424
-128, 792, -306
-181, 831, -248
-142, 931, -362
-66, 1025, -541
-6, 962, -546
-85, 897, -423
-85, 897, -423
-163, 868, -297
-149, 868, -304
-81, 921, -414
-43, 923, -467
-72, 897, -413
-123, 875, -328
-125, 877, -310
-89, 930, -389
-6, 945, -466
-6, 945, -466
-20, 911, -415
-60, 874, -338
-111, 877, -286
-127, 925, -306
-96, 961, -384
-22, 944, -468
17, 892, -489
-17, 851, -440
-17, 851, -440
13, 745, -379
-24, 709, -328
-83, 753, -299
-155, 829, -271
-177, 865, -271
-172, 913, -310
-150, 931, -358
-113, 1016, -471
-65, 1007, -525
-139, 944, -422
-139, 944, -422
-120, 852, -358
-130, 842, -360
-110, 878, -410
